N	TP_NS_P	COD_OBL	HSIZE	TYPE_DOM	H_WORK	AGE_HEAD	SEX_HEAD	CASHINC	TOTALINC	TOTALRES	CONSUM	CASHEXP	TOTALEXP	HOUSE	OWNHOUSE	STOTAL	SLIV	ROOMS	TIMEHOUS	HEATING	HEATIND	RUNWATER	SEVERAGE	HOTWATER	GASKOL	GASCENTR	GASBAL	ELEKTRPL	BATH	HTELEPH	L_EDUC
2136	2	46	2	2	1	67	2	1656	1528	1528	3815	4036	3908	4	1	24	17	1	2	2	2	2	2	2	2	1	2	2	2	2	8
2137	2	46	5	1	2	72	2	5635	6268	6268	11043	11629	12262	3	1	85	50	4	3	2	2	1	1	2	1	1	2	2	1	1	8
2138	2	46	1	2	1	67	2	1280	1358	1358	1225	1250	1329	3	1	104	86	3	4	2	2	1	1	2	1	1	2	2	1	2	6
2139	2	46	6	1	1	34	1	2551	2645	2645	11023	11193	11288	1	4	62	36	2	1	1	2	1	1	2	1	1	2	2	1	2	1
2140	2	46	3	1	1	43	2	2209	3333	3333	15622	16154	17279	1	1	43	36	2	4	1	2	1	1	2	1	1	2	2	1	2	5
2141	2	46	4	1	1	56	2	3714	3714	3714	5282	5282	5282	1	3	42	27	2	2	2	2	1	1	2	1	1	2	2	1	2	6
2142	2	46	4	1	1	29	1	3710	4026	4826	6626	7401	7718	1	1	79	57	3	2	2	2	1	1	2	1	1	2	2	1	2	4
2143	2	46	6	1	2	57	1	3457	5641	5641	5454	5684	7868	3	1	89	57	4	4	2	2	2	2	2	2	1	2	2	2	2	4
2144	2	46	4	1	1	46	2	2920	4297	4297	6645	7140	8517	3	1	90	57	4	5	2	1	1	1	2	1	1	2	2	1	2	5
2145	2	46	4	1	1	64	2	4666	13095	13095	6796	7571	16000	3	1	112	101	4	5	2	1	1	1	2	1	1	2	2	1	1	5
2146	2	46	2	2	1	70	2	2707	3514	3514	3829	4171	4978	1	1	41	28	2	3	2	1	1	1	2	1	1	2	2	1	2	8
2147	2	46	4	1	1	40	2	485	1690	1960	1842	1842	3097	1	1	44	25	2	5	2	1	1	1	2	1	1	2	2	1	2	5
2148	2	46	2	2	2	47	1	2847	5266	5266	6917	6973	9392	1	1	58	39	2	1	2	1	1	1	2	1	1	2	2	1	2	5
2149	2	46	7	1	1	46	2	3216	11640	11640	10465	11043	19466	1	1	26	17	1	1	2	2	2	2	2	2	2	1	2	2	2	6
2150	2	46	4	1	1	38	1	1740	3798	3898	5134	5234	7292	1	1	48	39	2	5	1	2	1	1	1	2	1	2	2	1	1	1
2151	2	46	2	2	1	58	1	4266	7765	7765	4666	5085	8584	1	1	50	34	2	3	2	1	1	1	2	1	1	2	2	1	2	1
2152	2	46	4	1	2	41	2	855	3564	3679	1472	1482	4191	1	1	30	17	1	4	1	2	1	1	1	2	1	2	2	1	2	5
2153	2	46	3	1	1	31	1	2478	4592	4652	4305	4445	6559	1	1	36	25	2	4	1	2	1	1	1	2	1	2	2	1	2	6
2154	2	46	1	2	1	71	2	1658	4608	4608	5207	5277	8227	1	1	40	25	2	3	2	1	1	1	2	1	1	2	2	1	1	6
2155	2	46	1	2	1	78	2	968	1283	1283	1610	1610	1926	1	1	35	19	1	4	1	2	1	1	1	2	1	2	2	1	2	6
2156	2	46	2	2	2	52	2	3606	5140	5290	9168	9208	10782	1	1	54	30	2	5	1	2	1	1	1	2	1	2	2	1	2	5
2157	2	46	3	2	1	74	1	5544	7178	7278	7710	9626	11260	3	1	80	60	3	4	2	1	1	1	2	2	1	2	2	1	1	5
2158	2	46	4	1	2	34	1	3129	4266	4266	3334	3337	4475	1	1	40	32	2	5	1	2	1	1	1	2	1	2	2	1	2	6
2159	2	46	3	2	2	48	1	2160	3350	3350	2941	2951	4141	1	1	54	38	2	5	1	2	1	1	1	2	1	2	2	1	2	5
2160	2	46	1	2	1	64	2	1390	2263	2263	2766	2883	3756	1	1	57	29	2	3	2	2	1	1	2	2	2	1	2	2	2	8
2161	2	46	4	1	2	41	1	3400	5860	6090	3654	3997	6687	3	1	121	81	4	6	2	1	1	1	2	1	1	2	2	1	2	6
2162	2	46	2	2	1	61	1	2535	3230	3230	3161	3186	3881	1	1	35	19	1	3	2	1	1	1	2	1	1	2	2	1	2	7
2163	2	46	2	2	2	63	2	5085	7641	7641	4162	5197	7753	3	1	83	63	3	3	2	1	1	1	2	1	1	2	2	1	1	5
2164	2	46	4	1	1	30	1	4523	7225	7425	9392	9724	12426	1	1	52	42	2	4	2	1	1	1	2	1	1	2	2	1	1	5
2165	2	46	6	1	3	49	2	5028	7325	7325	3598	3791	6088	3	1	90	65	4	5	2	1	1	1	2	1	1	2	2	1	2	4
2166	2	46	1	2	1	73	2	1199	1826	1826	1440	1485	2112	3	1	98	60	3	4	2	1	1	1	2	2	1	2	2	2	2	8
2167	2	46	6	1	1	71	1	4747	7952	7952	4551	4774	7978	3	1	80	60	3	4	2	1	1	1	2	2	1	2	2	1	2	8
2168	2	46	4	1	1	80	1	6552	7251	7251	9775	10045	10744	3	1	74	54	2	4	2	1	1	1	2	1	1	2	2	1	1	8
2169	2	46	6	1	3	51	1	7537	10180	10180	5307	5396	8039	1	1	64	50	3	5	1	2	1	1	1	2	1	2	2	1	2	6
2170	2	46	2	2	1	74	1	4029	6753	6753	4555	4625	7349	3	1	72	62	3	3	2	1	1	1	2	1	1	2	2	1	1	5
2171	2	46	5	1	2	50	2	6452	8742	8742	15057	15719	18009	3	1	88	56	3	4	2	1	2	2	2	2	1	2	2	2	1	5
2172	2	46	1	2	1	50	1	2579	3504	3574	6953	6963	7888	1	1	23	11	1	5	1	2	1	1	1	2	1	2	2	1	2	4
2173	2	46	4	1	2	47	1	6135	8281	8931	4939	5036	7532	1	1	35	17	1	5	1	2	1	1	1	2	1	2	2	1	1	5
2174	2	46	4	1	2	42	1	7217	10230	10230	5697	5782	9095	1	1	51	38	3	3	1	2	1	1	2	1	1	2	2	1	1	1
2175	2	46	1	2	1	71	2	1911	3296	3296	4272	4450	5835	1	1	75	53	3	3	1	2	1	1	1	2	1	2	2	1	1	1
2176	2	46	2	2	1	66	1	4803	5166	5216	8032	8735	9148	1	1	61	36	3	4	1	2	1	1	2	1	1	2	2	1	1	1
2177	2	46	3	2	2	55	1	7555	9020	9020	8423	8626	10091	3	1	96	88	3	5	2	1	2	2	2	2	1	2	2	2	1	5
2178	2	46	4	1	1	52	1	6710	8818	8918	5925	6168	8276	3	1	120	92	4	5	2	1	1	1	2	1	1	2	2	1	1	5
2179	2	46	4	2	1	79	2	6150	7859	7979	3184	3285	5094	3	1	123	82	3	4	2	1	2	2	2	2	1	2	2	2	2	7
2180	2	46	3	1	1	57	2	6707	10245	13745	8621	12606	16144	3	1	102	69	3	1	2	2	2	2	2	2	1	2	2	2	1	6
2181	2	46	3	1	1	47	2	3409	4196	4196	2147	2167	2954	1	1	29	16	1	5	2	2	2	2	2	2	1	2	2	2	2	6
2182	2	46	2	1	1	55	2	1449	3246	3266	1130	1269	3141	3	1	50	35	2	1	2	2	2	2	2	2	2	1	2	2	2	7
2183	2	46	4	1	1	40	2	2617	3627	3677	4907	4907	5967	1	3	30	15	1	4	2	2	2	2	2	2	2	2	2	2	2	6
2184	2	46	4	1	2	34	1	5195	8056	8136	5295	5597	8459	1	1	45	31	2	4	1	2	1	1	1	2	2	2	1	1	2	1
2185	2	46	1	2	1	74	2	1488	1894	1894	1272	1375	1781	3	1	75	55	3	1	2	2	2	2	2	2	2	1	2	2	2	8
2186	2	46	3	1	1	50	1	8534	11461	11461	5159	5674	8721	3	1	150	82	3	5	2	1	2	2	2	2	1	2	2	2	1	1
2187	2	46	5	1	1	77	2	4870	6470	6670	10784	10965	12565	3	1	85	64	3	1	2	2	2	2	2	2	1	2	2	2	1	7
2188	2	46	3	2	1	78	2	4123	6117	6117	3072	3389	5384	3	1	80	58	3	1	2	2	2	2	2	2	1	2	2	2	1	8
2189	2	46	1	2	1	56	2	1758	2727	2727	2384	2424	3393	3	1	32	27	1	1	2	2	2	2	2	2	2	2	2	2	2	6
2190	2	46	2	2	1	53	1	1655	3405	3405	2416	2696	4446	1	1	32	25	1	5	2	1	1	1	2	1	1	2	2	1	2	4
2191	2	46	5	1	2	39	1	3136	5903	6703	6044	6542	9609	3	1	97	75	4	6	2	2	2	2	2	2	1	2	2	2	2	4
2192	2	46	2	2	1	63	1	2827	3817	3817	5268	5383	6373	3	1	28	24	2	5	2	1	2	2	2	2	1	2	2	2	1	1
2193	2	46	5	1	2	37	1	6714	8453	9153	7525	8029	9768	2	3	39	33	2	1	2	2	1	1	2	2	1	2	2	2	1	4
2194	2	46	3	1	2	54	1	3168	5769	7413	2434	3251	7353	3	1	80	60	4	5	2	1	2	2	2	2	1	2	2	2	2	6
2195	2	46	6	1	1	54	1	2927	5304	5304	3399	3633	6010	3	1	97	72	4	4	2	1	2	2	2	2	1	2	2	2	2	6
2196	2	46	4	1	2	42	1	4701	7432	7432	5528	5865	8596	4	1	132	80	5	5	2	1	1	1	2	1	1	2	2	1	1	4
2197	2	46	9	1	3	45	1	10189	14020	14720	7823	8807	12888	4	1	102	72	7	5	2	1	1	1	2	1	1	2	2	1	1	4
2198	2	46	3	1	1	45	1	2600	5342	5342	3823	4467	7209	3	1	108	57	3	5	2	1	2	2	2	2	1	2	2	2	2	6
2199	2	46	4	1	2	46	1	2835	4731	4731	4150	4993	6889	4	1	35	20	1	2	2	2	2	2	2	2	1	2	2	2	2	6
2200	2	46	3	2	1	61	1	2421	3722	3722	2626	2794	4094	2	3	45	32	2	1	2	2	2	2	2	2	1	2	2	2	2	8
2201	2	46	1	2	1	57	2	1855	2568	2568	1790	1819	2533	1	1	46	32	2	2	2	1	1	1	2	1	1	2	2	1	2	5
2202	2	46	1	2	1	25	1	1920	2498	2498	2392	2507	3085	1	1	45	31	2	3	2	2	1	1	2	1	1	2	2	1	1	7
2203	2	46	5	1	3	43	1	5150	7314	12714	6609	6911	16074	3	1	49	37	2	1	2	2	2	2	2	2	1	2	2	2	2	5
2204	2	46	3	1	1	34	2	2797	3616	3616	3164	3189	4009	3	4	68	34	2	1	2	2	2	2	2	2	1	2	2	2	1	4
2205	2	46	3	2	2	63	2	6879	7962	7962	5037	5362	6564	1	1	42	35	2	3	1	2	1	1	2	1	1	2	2	1	2	8
2206	2	46	5	1	2	61	2	4571	6029	6279	5989	6343	8051	1	1	43	29	2	4	1	2	1	1	2	1	1	2	2	1	1	6
2207	2	46	1	2	1	63	1	2282	2676	2676	2739	2819	3213	1	1	42	32	3	4	1	2	1	1	2	1	1	2	2	1	1	6
2208	2	46	3	1	2	44	1	6469	7445	9045	6669	11172	12948	1	1	51	30	2	5	1	2	1	1	2	1	1	2	2	1	1	4
2209	2	46	4	1	3	43	1	2323	4041	4041	3546	4032	5751	2	3	50	42	2	1	2	2	2	2	2	2	1	2	2	2	1	4
2210	2	46	2	2	1	78	2	1126	2610	2610	4304	4334	5818	3	1	48	24	1	2	2	2	2	2	2	2	1	2	2	2	2	7
2211	2	46	4	1	1	36	2	1863	3560	3560	3010	3056	4752	3	1	40	32	2	1	2	2	2	2	2	2	1	2	2	2	2	4
2212	3	46	2	2	2	49	1	8859	12081	12081	6082	7720	10943	3	1	90	60	4	4	2	1	2	2	2	2	1	2	2	2	1	1
2213	3	46	2	2	1	66	2	2424	4984	4984	2774	4059	6868	3	1	78	65	4	3	2	2	2	2	2	2	1	2	2	2	2	8
2214	3	46	3	2	1	55	2	2435	5345	6545	3654	4210	8120	3	1	45	40	2	3	2	2	2	2	2	2	1	2	2	2	2	6
2215	3	46	6	1	1	71	2	4977	7900	8100	2377	3215	6337	3	1	95	80	5	2	2	2	2	2	2	2	1	2	2	2	1	8
2216	3	46	4	2	1	46	1	4798	6482	7482	3847	5181	7415	3	1	120	90	4	5	2	2	2	2	2	2	1	2	2	2	1	1
2217	3	46	2	1	1	40	2	5557	7751	9251	6541	7063	10757	5	1	1	60	3	5	2	2	2	2	2	2	1	2	2	2	1	1
2218	3	46	3	1	1	63	2	6097	7226	7226	5550	6961	8090	3	1	111	95	4	5	2	2	2	2	2	2	1	2	2	2	2	8
2219	3	46	8	1	1	78	2	7176	15671	15671	5073	6457	14952	3	1	68	52	3	3	2	1	2	2	2	2	1	2	2	2	2	8
2220	3	46	4	2	1	55	1	9121	12868	12868	4931	6214	9961	3	1	121	104	4	4	2	2	2	2	2	2	1	2	2	2	2	6
2221	3	46	3	2	1	73	2	5512	8712	8712	3423	4939	8140	3	1	86	61	2	2	2	1	2	2	2	2	1	2	2	2	2	8
2222	3	46	2	2	1	71	1	2484	6834	6834	4596	5845	10195	3	1	88	54	3	3	2	1	2	2	2	2	1	2	2	2	2	8
2223	3	46	2	2	1	70	1	4627	8785	8785	6265	8684	12842	3	1	72	60	3	3	2	2	2	2	2	2	1	2	2	2	2	8
2224	3	46	5	1	2	36	1	3880	7641	7641	1183	2615	6376	3	1	90	82	4	4	2	2	2	2	2	2	1	2	2	2	2	5
2225	3	46	6	1	1	47	2	3549	10161	10161	4019	5095	11707	3	1	90	78	4	4	2	2	2	2	2	2	1	2	2	2	2	6
2226	3	46	5	2	1	69	1	4244	9480	9680	4427	5562	10798	3	1	64	58	3	2	2	2	2	2	2	2	1	2	2	2	1	8
2227	3	46	3	1	1	40	2	3640	5944	6644	1985	2471	4976	3	1	52	44	2	3	2	2	2	2	2	2	2	2	2	2	2	4
2228	3	46	3	2	1	66	1	4401	6718	6818	1995	2779	5296	3	1	64	58	3	1	2	2	2	2	2	2	1	2	2	2	2	8
2229	3	46	1	2	1	78	1	1574	2948	2948	1310	1946	3321	3	1	48	42	2	1	2	2	2	2	2	2	2	2	2	2	2	8
2230	3	46	2	2	1	74	1	2749	4870	4870	1410	2001	4121	3	1	80	74	3	1	2	2	2	2	2	2	2	2	2	2	2	8
2231	3	46	2	2	1	66	1	3960	6057	6057	945	1524	3621	3	1	48	42	3	1	2	2	2	2	2	2	2	2	2	2	2	7
2232	3	46	5	1	1	70	1	6744	8819	8819	10949	11903	13977	3	1	86	60	3	3	2	1	2	2	2	2	1	2	2	2	2	8
2233	3	46	4	1	1	72	2	5687	8973	8973	1791	1835	5122	3	1	60	50	3	1	2	2	2	2	2	2	2	2	2	2	2	8
2234	3	46	4	1	2	43	1	6811	9462	10382	5123	7844	10995	3	1	48	38	2	2	2	2	2	2	2	2	1	2	2	2	2	6
2235	3	46	1	2	1	75	2	906	1830	1830	1647	1818	2742	3	1	30	20	1	3	2	2	2	2	2	2	2	2	2	2	2	10
2236	3	46	1	2	1	72	2	1289	3029	3029	1979	2276	4016	3	1	54	50	3	1	2	2	2	2	2	2	1	2	2	2	2	7
2237	3	46	7	1	1	36	1	3300	6303	6303	5914	6669	9673	3	1	92	80	4	6	2	1	2	2	2	2	1	2	2	2	1	4
2238	3	46	4	2	2	61	1	7438	10808	10808	5814	7536	10906	3	1	90	60	3	3	2	1	1	1	2	2	1	2	2	1	2	7
2239	3	46	8	1	2	75	2	9223	12313	12313	6398	8012	11102	3	1	86	60	3	3	2	1	2	2	2	2	1	2	2	2	1	8
2240	3	46	6	1	1	70	2	6546	8935	8935	2668	2896	5284	3	1	80	60	3	2	2	1	1	1	2	2	1	2	2	1	2	8
2241	3	46	6	1	3	61	1	10762	12409	12539	4864	7044	8821	3	1	110	90	4	4	2	1	1	1	2	2	1	2	2	1	2	1
2242	3	46	5	1	1	36	1	5284	8676	8976	5020	6661	10353	3	1	102	80	4	5	2	1	2	2	2	2	1	2	2	2	2	4
2243	3	46	2	2	1	80	1	1652	3961	3961	2142	2219	4527	3	1	42	36	3	1	2	2	2	2	2	2	1	2	2	2	2	8
2244	3	46	2	2	1	64	2	2591	4449	4449	3241	3523	5381	3	1	53	48	3	3	2	2	2	2	2	2	1	2	2	2	2	8
2245	3	46	5	1	1	57	2	6771	11119	11119	6350	7668	12015	3	1	70	58	3	5	2	2	2	2	2	2	1	2	2	2	2	8
2246	3	46	3	2	1	61	1	5005	6649	6649	7014	7618	9262	3	1	90	60	3	5	2	2	2	2	2	2	1	2	2	2	2	6
2247	3	46	1	2	1	61	1	60	1273	1273	1	1	1213	3	1	28	20	1	1	2	2	2	2	2	2	2	2	2	2	2	1
2248	3	46	1	2	1	60	2	1056	2851	2851	3919	4154	5949	3	1	30	22	1	3	2	2	2	2	2	2	1	2	2	2	2	7
2249	3	46	1	2	1	75	2	891	1923	1923	1230	1250	2282	3	1	32	24	2	1	2	2	2	2	2	2	1	2	2	2	2	8
2250	3	46	1	2	1	77	2	1362	3073	3073	1448	1638	3349	3	1	68	36	2	2	2	2	2	2	2	2	1	2	2	2	2	8
2251	3	46	7	1	2	76	1	8312	12462	12462	6844	7460	11609	3	1	90	54	3	2	2	2	2	2	2	2	1	2	2	2	2	1
2252	3	46	4	1	2	73	1	2893	5245	5245	2863	3056	5509	3	1	70	36	2	4	2	2	2	2	2	2	2	2	2	2	2	8
2253	3	46	4	2	3	56	1	7656	11852	11952	4912	5134	9430	3	1	90	52	3	4	2	2	2	2	2	2	1	2	2	2	1	6
2254	3	46	2	2	1	88	2	2492	3855	3855	3054	3575	4938	3	1	58	32	2	1	2	2	2	2	2	2	1	2	2	2	2	9
2255	3	46	2	2	2	53	1	2026	5798	5798	3797	4327	8144	3	1	72	36	2	1	2	2	2	2	2	2	1	2	2	2	2	7
2256	3	46	4	1	3	55	1	7643	12762	12762	6797	8494	13613	3	1	110	68	4	4	2	1	2	2	2	2	1	2	2	2	2	1
2257	3	46	3	2	1	65	2	5718	8795	8995	6884	7658	10934	3	1	110	60	3	5	2	2	2	2	2	2	1	2	2	2	2	8
2258	3	46	3	2	1	81	1	2963	5412	5412	1359	2053	4502	3	1	55	30	2	2	2	2	2	2	2	2	2	2	2	2	2	8
2259	3	46	2	2	2	21	2	4387	6896	6896	4375	5124	7733	3	1	45	30	2	1	2	2	2	2	2	2	2	2	2	2	2	5
2260	3	46	5	2	3	48	1	7505	11270	11270	6798	7689	11454	3	1	120	68	4	4	2	2	2	2	2	2	1	2	2	2	2	6
2261	3	46	3	1	2	41	1	3611	5550	5790	2683	3632	5572	3	1	80	48	3	2	2	2	2	2	2	2	1	2	2	2	1	6
2262	3	46	2	2	1	67	2	2740	6303	6303	4915	5886	9449	3	1	55	36	2	3	2	2	2	2	2	2	1	2	2	2	2	8
2263	3	46	5	1	1	69	2	2896	7077	7077	6147	6731	10912	3	1	90	52	3	4	2	2	2	2	2	2	1	2	2	2	2	8
2264	3	46	4	1	1	36	1	7799	10472	11322	8989	12166	15089	3	1	110	72	4	5	2	1	2	2	2	2	1	2	2	2	2	5
2265	3	46	5	1	3	43	1	7180	10657	10807	6760	8647	12275	3	1	90	56	3	5	2	2	2	2	2	2	1	2	2	2	2	7
2266	3	46	5	1	2	42	1	5634	9594	9594	9753	10357	14317	3	1	110	52	3	5	2	1	1	1	2	2	1	2	2	1	1	4
2267	3	46	2	2	1	65	1	2800	4409	4409	1536	2256	3865	3	1	100	56	3	5	2	2	2	2	2	2	1	2	2	2	2	8
2268	3	46	3	2	1	76	2	6971	9927	9927	8972	9572	12649	3	1	100	56	3	5	2	2	2	2	2	2	1	2	2	2	2	8
2269	3	46	3	1	1	40	2	4254	6103	6653	4775	6052	7901	3	1	135	80	4	7	2	1	1	1	2	2	1	2	2	1	2	1
2270	3	46	6	1	1	68	2	2696	6569	6969	1559	1896	5769	3	1	34	20	2	4	2	2	2	2	2	2	1	2	2	2	2	8
2271	3	46	6	1	1	76	1	2996	6940	8590	2936	3481	7425	3	1	97	42	2	3	2	2	2	2	2	2	1	2	2	2	2	8
2272	3	46	1	2	1	76	2	904	2132	2132	749	749	1977	3	1	47	32	2	3	2	2	2	2	2	2	1	2	2	2	2	8
2273	3	46	1	2	1	66	2	1464	2672	2672	869	901	2109	3	1	36	12	1	1	2	2	2	2	2	2	1	2	2	2	2	8
2274	3	46	4	1	1	67	2	3401	6347	6547	1785	2175	5121	3	1	57	32	2	4	2	2	2	2	2	2	1	2	2	2	2	8
2275	3	46	3	1	1	39	2	3255	6569	6569	1717	1977	5291	3	1	40	28	2	3	2	2	2	2	2	2	1	2	2	2	2	6
2276	3	46	2	2	1	46	1	2905	5538	5588	1484	1811	4444	3	1	72	50	4	4	2	2	2	2	2	2	1	2	2	2	2	6
2277	3	46	3	2	2	64	2	4575	7586	7586	1969	2385	5397	3	1	67	57	3	3	2	2	2	2	2	2	1	2	2	2	2	1
2278	3	46	3	1	1	34	2	1982	4421	4421	1483	1547	3986	3	1	86	52	4	3	2	2	2	2	2	2	1	2	2	2	2	5
2279	3	46	2	2	1	81	2	996	2559	2559	851	898	2461	3	1	48	30	2	5	2	2	2	2	2	2	1	2	2	2	2	9
2280	3	46	6	1	1	65	2	2515	6541	6901	2100	2534	6560	3	1	70	44	2	3	2	2	2	2	2	2	1	2	2	2	2	8
2281	3	46	6	1	2	61	2	7799	12603	12603	3660	4288	9093	3	1	99	67	3	6	2	2	2	2	2	2	1	2	2	2	2	8
2282	3	46	3	2	1	61	1	3287	5279	5279	1481	2114	4106	3	1	80	30	2	2	2	2	2	2	2	2	1	2	2	2	2	8
2283	3	46	1	2	1	71	2	1360	2349	2349	987	1115	2104	3	1	45	16	1	2	2	2	2	2	2	2	1	2	2	2	2	8
2284	3	46	3	1	1	35	2	820	2932	3082	1147	1192	3304	3	1	30	16	1	3	2	2	2	2	2	2	1	2	2	2	2	6
2285	3	46	1	2	1	71	2	1877	4019	4019	831	1051	3193	3	1	40	25	3	4	2	2	2	2	2	2	1	2	2	2	2	8
2286	3	46	7	1	1	31	2	3840	8324	8324	2021	2640	7124	3	1	70	50	3	4	2	2	2	2	2	2	1	2	2	2	2	7
2287	3	46	1	2	1	74	2	1020	1930	1930	655	795	1705	3	1	47	27	1	2	2	2	2	2	2	2	1	2	2	2	2	9
2288	3	46	3	1	1	67	1	2596	5139	5139	959	1195	3738	3	1	52	28	2	4	2	2	2	2	2	2	1	2	2	2	2	8
2289	3	46	3	2	1	62	1	5041	10736	10736	3349	4250	9945	3	1	45	28	2	1	2	2	2	2	2	2	1	2	2	2	2	7
2290	3	46	5	1	2	41	2	2496	8170	8170	2955	3610	9284	3	1	28	16	2	1	2	2	2	2	2	2	1	2	2	2	2	6
2291	3	46	4	1	2	39	2	6246	11925	11925	4232	5012	10690	3	1	163	63	4	5	2	2	2	2	2	2	1	2	2	2	2	1
2292	3	46	1	2	1	78	2	958	5290	5290	1428	1698	6030	3	1	36	28	2	1	2	2	2	2	2	2	1	2	2	2	2	9
2293	3	46	4	1	2	61	2	5611	11916	11916	3598	4196	10501	3	1	52	48	2	2	2	2	2	2	2	2	1	2	2	2	2	7
2294	3	46	2	2	1	67	2	3403	8535	8535	3042	3680	8812	3	1	35	24	2	1	2	2	2	2	2	2	1	2	2	2	2	7
2295	3	46	4	1	2	30	2	2254	8005	8025	2757	3223	8974	3	1	34	28	2	1	2	2	2	2	2	2	1	2	2	2	2	6
2296	3	46	4	1	1	30	1	1410	6707	6707	2974	3525	8822	3	1	42	36	2	3	2	2	2	2	2	2	1	2	2	2	2	6
2297	3	46	2	2	1	71	1	3833	10273	10273	2107	2894	9334	3	1	40	32	2	3	2	2	2	2	2	2	1	2	2	2	2	7
2298	3	46	5	1	3	46	1	5200	11169	11169	3908	4490	10459	3	1	70	55	3	6	2	2	2	2	2	2	1	2	2	2	2	7
2299	3	46	5	1	2	65	2	4943	10898	10898	3532	4334	10289	3	1	61	54	3	4	2	2	2	2	2	2	1	2	2	2	2	7
2300	3	46	2	1	1	52	2	2271	7200	7200	3345	4052	8981	3	1	32	29	2	2	2	2	2	2	2	2	1	2	2	2	2	7
2301	3	46	1	2	1	69	2	2104	5817	5817	1501	2280	5994	3	1	21	14	1	1	2	2	2	2	2	2	1	2	2	2	2	7
2302	3	46	4	2	3	47	2	7037	10786	10786	5111	5902	9651	3	1	75	68	4	5	2	2	2	2	2	2	1	2	2	2	2	7
2303	3	46	5	1	2	44	2	4357	9958	9958	3582	4206	9806	3	1	41	32	2	1	2	2	2	2	2	2	1	2	2	2	2	6
2304	3	46	4	1	2	46	2	7279	13785	13785	4877	5425	11930	3	1	111	95	4	5	2	2	2	2	2	2	1	2	2	2	2	4
2305	3	46	1	2	1	76	2	1835	7284	7284	1303	2172	7621	3	1	45	36	2	1	2	2	2	2	2	2	1	2	2	2	2	8
2306	3	46	1	2	1	88	2	1129	4883	4883	1484	2056	5810	3	1	30	26	1	1	2	2	2	2	2	2	1	2	2	2	2	8
2307	3	46	1	2	1	73	2	2657	7424	7424	1606	2467	7234	3	1	44	38	2	1	2	2	2	2	2	2	1	2	2	2	2	8
2308	3	46	1	2	1	72	1	1442	6265	6265	1529	1938	6760	3	1	55	42	2	3	2	2	2	2	2	2	1	2	2	2	2	7
2309	3	46	4	1	1	71	2	8872	12084	12212	9147	9992	13331	3	1	78	54	3	2	2	2	2	2	2	2	1	2	2	2	1	7
2310	3	46	6	1	2	67	1	8834	12122	13622	8127	9568	12856	3	1	98	86	4	3	2	2	2	2	2	2	1	2	2	2	1	8
2311	3	46	5	1	2	76	2	9962	12799	12999	5088	9978	12816	3	1	106	84	5	4	2	1	1	1	2	1	1	2	2	1	2	5
2312	3	46	6	1	2	53	1	4258	5963	6163	4132	4466	6371	3	1	45	29	2	1	2	2	1	1	2	2	2	2	2	1	2	4
2313	3	46	3	1	1	47	1	2220	3729	3729	1754	2299	3808	3	1	61	48	3	3	2	2	2	2	2	2	1	2	2	2	2	7
2314	3	46	4	1	2	34	2	2563	5662	5662	3662	3833	6933	3	1	118	84	6	5	2	1	1	1	2	1	1	2	2	1	1	4
2315	3	46	6	1	2	64	1	7514	11279	11559	8152	10308	14073	3	1	76	64	3	2	2	2	1	1	2	2	2	2	2	1	2	8
2316	3	46	3	1	1	59	1	5120	8025	8025	3182	3900	6805	3	1	49	37	2	1	2	2	2	2	2	2	2	2	2	2	2	4
2317	3	46	1	2	1	64	2	877	3054	3054	1293	1348	3525	3	1	45	32	2	1	2	2	2	2	2	2	1	2	2	2	2	10
2318	3	46	3	2	1	68	2	4365	7193	7193	2240	2984	5812	3	1	52	30	1	1	2	2	2	2	2	2	1	2	2	2	2	8
2319	3	46	6	1	3	43	1	6138	8812	9612	3923	4911	7886	3	1	71	53	3	4	2	2	2	2	2	2	1	2	2	2	2	7
2320	3	46	3	2	1	61	1	8624	12005	12005	4791	9229	12610	3	1	79	61	3	3	2	1	2	2	2	2	1	2	2	2	2	7
2321	3	46	3	2	2	63	1	5288	8581	8581	2166	3618	6910	3	1	62	40	2	2	2	2	1	1	2	1	1	2	2	1	2	8
2322	3	46	1	2	1	81	2	1077	3854	3854	1226	1891	4668	3	1	78	55	3	4	2	2	2	2	2	2	1	2	2	2	2	7
2323	3	46	4	1	1	65	2	5308	8947	9537	8325	8920	12760	3	1	64	46	3	4	2	2	1	1	2	2	1	2	2	2	2	1
2324	3	46	6	1	1	73	2	5038	8653	9683	3896	4558	8373	3	1	61	48	3	3	2	2	1	1	2	2	1	2	2	2	2	8
2325	3	46	4	1	1	21	2	6023	8478	8478	2728	5148	7602	3	1	54	45	4	3	2	2	2	2	2	2	1	2	2	2	2	7
2326	3	46	5	1	2	64	2	10485	13681	14421	5143	7451	10647	3	1	78	54	4	4	2	1	2	2	2	2	1	2	2	2	2	6
2327	3	46	1	2	1	68	2	4380	7607	7807	1273	4771	7998	3	1	76	49	3	3	2	1	1	1	2	1	1	2	2	1	2	1
2328	3	46	4	1	2	61	1	6715	10685	10685	2414	5190	9161	3	1	74	58	4	3	2	2	2	2	2	2	2	2	2	2	2	6
2329	3	46	5	1	1	67	1	3323	9503	9753	3818	4144	10324	3	1	57	46	3	3	2	1	2	2	2	2	1	2	2	2	2	8
